custID,region,country,item,sold,price
1299,Australia and Oceania,Vanuatu,Snacks,1756,152.58
1300,Europe,Romania,Beverages,3093,47.45
1301,Europe,Albania,Office Supplies,4147,651.21
1302,Europe,Slovenia,Fruits,3361,9.33
1303,Asia,Nepal,Personal Care,1208,81.73
1304,Europe,Moldova ,Cosmetics,5194,437.2
1305,Sub-Saharan Africa,Gabon,Fruits,4855,9.33
1306,Sub-Saharan Africa,Chad,Cereal,6758,205.7
1307,Sub-Saharan Africa,Mali,Baby Food,9501,255.28
1308,Australia and Oceania,Tuvalu,Baby Food,8714,255.28
1309,Asia,Kyrgyzstan,Fruits,2060,9.33
1310,Middle East and North Africa,Oman,Household,4229,668.27
1311,Central America and the Caribbean,Antigua and Barbuda ,Cosmetics,1946,437.2
1312,Central America and the Caribbean,The Bahamas,Personal Care,8965,81.73
1313,Central America and the Caribbean,El Salvador,Household,1074,668.27
1314,Europe,Monaco,Cereal,1088,205.7
1315,Sub-Saharan Africa,Djibouti,Office Supplies,3857,651.21
1316,North America,Canada,Cosmetics,1260,437.2
1317,Sub-Saharan Africa,Guinea,Clothes,7209,109.28
1318,Sub-Saharan Africa,Guinea,Household,2646,668.27
1319,Sub-Saharan Africa,Gabon,Beverages,545,47.45
1320,Europe,Czech Republic,Beverages,910,47.45
1321,Australia and Oceania,Tonga,Clothes,5779,109.28
1322,Central America and the Caribbean,Jamaica,Office Supplies,4217,651.21
1323,Asia,Cambodia,Beverages,7324,47.45
1324,Europe,Finland,Cosmetics,3229,437.2
1325,Central America and the Caribbean,Saint Vincent and the Grenadines,Snacks,2095,152.58
1326,Europe,Liechtenstein,Snacks,1112,152.58
1327,Australia and Oceania,Kiribati,Household,9505,668.27
1328,Australia and Oceania,Tonga,Baby Food,3529,255.28
1329,Middle East and North Africa,Egypt,Fruits,1470,9.33
1330,Europe,Ukraine,Beverages,8645,47.45
1331,Sub-Saharan Africa,Zambia,Fruits,2402,9.33
1332,Sub-Saharan Africa,Angola,Household,7122,668.27
1333,Australia and Oceania,Nauru,Cosmetics,9217,437.2
1334,Europe,Greece,Baby Food,2127,255.28
1335,Europe,Georgia,Cereal,1327,205.7
1336,Sub-Saharan Africa,Lesotho,Office Supplies,9322,651.21
1337,Europe,Lithuania,Snacks,647,152.58
1338,Europe,Germany,Fruits,6871,9.33
1339,Sub-Saharan Africa,Benin,Cosmetics,1592,437.2
1340,Sub-Saharan Africa,Gabon,Meat,5439,421.89
1341,Australia and Oceania,Fiji,Meat,1075,421.89
1342,Sub-Saharan Africa,Uganda,Beverages,8190,47.45
1343,Middle East and North Africa,Turkey,Beverages,8510,47.45
1344,Australia and Oceania,Solomon Islands,Cereal,788,205.7
1345,Australia and Oceania,Kiribati,Vegetables,5811,154.06
1346,Europe,Lithuania,Cosmetics,1397,437.2
1347,North America,Canada,Meat,7393,421.89
1348,Sub-Saharan Africa,Seychelles ,Vegetables,680,154.06
1349,Sub-Saharan Africa,Niger,Household,169,668.27
1350,Europe,Albania,Vegetables,1803,154.06
1351,Sub-Saharan Africa,Tanzania,Baby Food,3554,255.28
1352,Sub-Saharan Africa,Mauritania,Personal Care,428,81.73
1353,Asia,Cambodia,Meat,9462,421.89
1354,Sub-Saharan Africa,Zambia,Meat,4721,421.89
1355,Sub-Saharan Africa,The Gambia,Snacks,2306,152.58
1356,Middle East and North Africa,Saudi Arabia,Baby Food,5345,255.28
1357,Sub-Saharan Africa,Uganda,Fruits,9000,9.33
1358,Sub-Saharan Africa,Democratic Republic of the Congo,Beverages,5464,47.45
1359,Europe,United Kingdom,Cereal,8960,205.7
1360,North America,Greenland,Snacks,742,152.58
1361,Sub-Saharan Africa,Togo,Cereal,4098,205.7
1362,Asia,Taiwan,Beverages,9344,47.45
1363,Central America and the Caribbean,Dominican Republic,Baby Food,8829,255.28
1364,Asia,Thailand,Fruits,1933,9.33
1365,Europe,Liechtenstein,Cosmetics,68,437.2
1366,Europe,Spain,Personal Care,1674,81.73
1367,Europe,Ireland,Snacks,7227,152.58
1368,Europe,Lithuania,Meat,4230,421.89
1369,Sub-Saharan Africa,Mozambique,Clothes,2221,109.28
1370,Europe,Andorra,Cosmetics,7766,437.2
1371,Europe,Austria,Clothes,9464,109.28
1372,Sub-Saharan Africa,Lesotho,Clothes,2946,109.28
1373,Central America and the Caribbean,Belize,Cereal,5871,205.7
1374,Sub-Saharan Africa,Senegal,Beverages,2933,47.45
1375,Sub-Saharan Africa,Cote d'Ivoire,Baby Food,855,255.28
1376,Sub-Saharan Africa,Benin,Fruits,3392,9.33
1377,Asia,North Korea,Vegetables,6330,154.06
1378,Central America and the Caribbean,Saint Kitts and Nevis ,Cereal,2487,205.7
1379,Asia,Nepal,Snacks,6711,152.58
1380,Europe,Poland,Vegetables,882,154.06
1381,Sub-Saharan Africa,Angola,Snacks,8911,152.58
1382,Asia,Japan,Clothes,1741,109.28
1383,Sub-Saharan Africa,Mali,Office Supplies,2345,651.21
1384,Central America and the Caribbean,Barbados,Baby Food,728,255.28
1385,Sub-Saharan Africa,Mozambique,Personal Care,8926,81.73
1386,Europe,Portugal,Vegetables,6007,154.06
1387,Middle East and North Africa,United Arab Emirates,Baby Food,3069,255.28
1388,Europe,Latvia,Household,8242,668.27
1389,Australia and Oceania,East Timor,Baby Food,1687,255.28
1390,Europe,Bosnia and Herzegovina,Snacks,597,152.58
1391,Sub-Saharan Africa,South Africa,Clothes,4196,109.28
1392,Europe,Germany,Office Supplies,8737,651.21
1393,Europe,Kosovo,Fruits,2508,9.33
1394,Australia and Oceania,Solomon Islands,Household,825,668.27
1395,Asia,Japan,Baby Food,1038,255.28
1396,Sub-Saharan Africa,Senegal,Personal Care,7526,81.73
1397,Central America and the Caribbean,Honduras,Meat,6700,421.89
1398,Sub-Saharan Africa,Togo,Beverages,2003,47.45
1399,Middle East and North Africa,Egypt,Snacks,8908,152.58
1400,Europe,Belarus,Fruits,9920,9.33
1401,Asia,Bhutan,Baby Food,9576,255.28
1402,Europe,Portugal,Beverages,9442,47.45
1403,Sub-Saharan Africa,Burkina Faso,Personal Care,3118,81.73
1404,Asia,Maldives,Snacks,1233,152.58
1405,Australia and Oceania,Samoa ,Baby Food,6449,255.28
1406,Asia,Malaysia,Clothes,8457,109.28
1407,Australia and Oceania,New Zealand,Office Supplies,8981,651.21
1408,Central America and the Caribbean,Honduras,Vegetables,6777,154.06
1409,Australia and Oceania,East Timor,Household,2630,668.27
1410,Asia,Vietnam,Clothes,4358,109.28
1411,Europe,Malta,Meat,1810,421.89
1412,Europe,Cyprus,Cereal,1865,205.7
1413,Middle East and North Africa,United Arab Emirates,Fruits,3434,9.33
1414,Asia,Malaysia,Cereal,2460,205.7
1415,Europe,San Marino,Cereal,6916,205.7
1416,Central America and the Caribbean,Dominica,Fruits,1808,9.33
1417,Europe,Italy,Baby Food,4171,255.28
1418,Europe,Andorra,Beverages,8073,47.45
1419,North America,Canada,Meat,9613,421.89
1420,Sub-Saharan Africa,Mozambique,Cereal,1920,205.7
1421,Sub-Saharan Africa,Republic of the Congo,Baby Food,155,255.28
1422,Middle East and North Africa,Algeria,Personal Care,6512,81.73
1423,Australia and Oceania,Tonga,Snacks,5213,152.58
1424,Europe,Netherlands,Snacks,7513,152.58
1425,Central America and the Caribbean,Saint Vincent and the Grenadines,Household,6699,668.27
1426,Asia,Taiwan,Fruits,3087,9.33
1427,Middle East and North Africa,Tunisia ,Vegetables,9027,154.06
1428,Sub-Saharan Africa,Sao Tome and Principe,Clothes,3899,109.28
1429,Central America and the Caribbean,El Salvador,Cereal,9113,205.7
1430,Central America and the Caribbean,Barbados,Cereal,3112,205.7
1431,Sub-Saharan Africa,Djibouti,Cosmetics,6370,437.2
1432,Europe,Netherlands,Beverages,6391,47.45
1433,Australia and Oceania,New Zealand,Meat,2712,421.89
1434,Sub-Saharan Africa,Zambia,Office Supplies,1900,651.21
1435,Sub-Saharan Africa,Namibia,Clothes,2553,109.28
1436,Central America and the Caribbean,Saint Kitts and Nevis ,Household,302,668.27
1437,Middle East and North Africa,Afghanistan,Cosmetics,2807,437.2
1438,Central America and the Caribbean,Antigua and Barbuda ,Office Supplies,4762,651.21
1439,Australia and Oceania,New Zealand,Cereal,2889,205.7
1440,Sub-Saharan Africa,Niger,Cosmetics,944,437.2
1441,Central America and the Caribbean,Barbados,Fruits,4712,9.33
1442,Sub-Saharan Africa,Zambia,Cosmetics,7011,437.2
1443,Europe,United Kingdom,Office Supplies,2690,651.21
1444,Europe,Netherlands,Personal Care,3629,81.73
1445,Central America and the Caribbean,Honduras,Baby Food,3738,255.28
1446,Europe,Iceland,Cosmetics,3960,437.2
1447,Australia and Oceania,Australia,Cereal,7269,205.7
1448,Sub-Saharan Africa,South Africa,Fruits,3670,9.33
1449,Sub-Saharan Africa,Democratic Republic of the Congo,Household,5198,668.27
1450,Europe,Germany,Vegetables,921,154.06
1451,Central America and the Caribbean,Belize,Fruits,1939,9.33
1452,Europe,Ukraine,Vegetables,6379,154.06
1453,Middle East and North Africa,Yemen,Vegetables,4405,154.06
1454,Europe,Albania,Cereal,3207,205.7
1455,Sub-Saharan Africa,Sierra Leone,Cereal,2011,205.7
1456,Sub-Saharan Africa,Madagascar,Cereal,7070,205.7
1457,Sub-Saharan Africa,Botswana,Office Supplies,6671,651.21
1458,Europe,Ukraine,Personal Care,6131,81.73
1459,Middle East and North Africa,Qatar,Beverages,2798,47.45
1460,Asia,Sri Lanka,Household,1054,668.27
1461,Europe,Estonia,Baby Food,7308,255.28
1462,Europe,Spain,Cereal,5003,205.7
1463,Asia,North Korea,Snacks,9614,152.58
1464,Sub-Saharan Africa,Seychelles ,Vegetables,3644,154.06
1465,Sub-Saharan Africa,Botswana,Vegetables,1629,154.06
1466,Central America and the Caribbean,Jamaica,Clothes,5138,109.28
1467,Sub-Saharan Africa,Ethiopia,Cosmetics,7769,437.2
1468,Europe,Portugal,Vegetables,152,154.06
1469,Asia,Mongolia,Household,4947,668.27
1470,Europe,Bosnia and Herzegovina,Snacks,1848,152.58
1471,Sub-Saharan Africa,Democratic Republic of the Congo,Baby Food,2578,255.28
1472,Europe,Cyprus,Clothes,5891,109.28
1473,Australia and Oceania,Papua New Guinea,Cosmetics,2575,437.2
1474,Australia and Oceania,Kiribati,Meat,445,421.89
1475,Europe,Ireland,Household,9352,668.27
1476,Sub-Saharan Africa,Niger,Beverages,6174,47.45
1477,Sub-Saharan Africa,Ethiopia,Cereal,9823,205.7
1478,Australia and Oceania,Kiribati,Baby Food,6242,255.28
1479,Asia,Thailand,Office Supplies,3403,651.21
1480,Europe,Macedonia,Cereal,6313,205.7
1481,Sub-Saharan Africa,Mauritius ,Personal Care,2006,81.73
1482,Sub-Saharan Africa,Comoros,Personal Care,4551,81.73
1483,Europe,Hungary,Vegetables,45,154.06
1484,Europe,San Marino,Office Supplies,1620,651.21
1485,Central America and the Caribbean,Dominica,Baby Food,4435,255.28
1486,Central America and the Caribbean,Saint Vincent and the Grenadines,Office Supplies,684,651.21
1487,Europe,Ukraine,Clothes,4590,109.28
1488,Europe,Luxembourg,Cereal,7408,205.7
1489,Europe,Portugal,Office Supplies,2424,651.21
1490,Middle East and North Africa,Iraq,Clothes,9955,109.28
1491,Australia and Oceania,Papua New Guinea,Snacks,2350,152.58
1492,Central America and the Caribbean,Panama,Office Supplies,8990,651.21
1493,Sub-Saharan Africa,Sao Tome and Principe,Cosmetics,1284,437.2
1494,Sub-Saharan Africa,Cape Verde,Snacks,7676,152.58
1495,Asia,Vietnam,Clothes,8638,109.28
1496,North America,Mexico,Personal Care,1677,81.73
1497,Middle East and North Africa,Algeria,Office Supplies,6328,651.21
1498,Central America and the Caribbean,Guatemala,Snacks,9158,152.58
1499,Europe,Monaco,Snacks,8767,152.58
1500,Central America and the Caribbean,Antigua and Barbuda ,Clothes,783,109.28
1501,Sub-Saharan Africa,Kenya,Office Supplies,2869,651.21
1502,Europe,Croatia,Baby Food,9716,255.28
1503,Middle East and North Africa,Tunisia ,Fruits,8048,9.33
1504,Asia,Malaysia,Cosmetics,1620,437.2
1505,Asia,Vietnam,Vegetables,6219,154.06
1506,Middle East and North Africa,Saudi Arabia,Meat,4660,421.89
1507,Asia,Bhutan,Fruits,1795,9.33
1508,Europe,Slovenia,Cereal,9501,205.7
1509,Central America and the Caribbean,Saint Kitts and Nevis ,Office Supplies,1690,651.21
1510,Sub-Saharan Africa,Guinea,Household,9305,668.27
1511,Asia,Philippines,Baby Food,5319,255.28
1512,Middle East and North Africa,Saudi Arabia,Clothes,9737,109.28
1513,Sub-Saharan Africa,Burundi,Snacks,4595,152.58
1514,Europe,Cyprus,Personal Care,8961,81.73
1515,Australia and Oceania,Kiribati,Clothes,3934,109.28
1516,Sub-Saharan Africa,Central African Republic,Fruits,7642,9.33
1517,Sub-Saharan Africa,Botswana,Beverages,247,47.45
1518,Europe,Belgium,Meat,8943,421.89
1519,Australia and Oceania,Fiji,Household,2951,668.27
1520,Europe,Belarus,Beverages,8528,47.45
1521,Asia,Cambodia,Snacks,3959,152.58
1522,Asia,Sri Lanka,Clothes,4561,109.28
1523,Europe,Serbia,Baby Food,7684,255.28
1524,Europe,Malta,Baby Food,7707,255.28
1525,Asia,Thailand,Household,1041,668.27
1526,Middle East and North Africa,Azerbaijan,Office Supplies,1129,651.21
1527,Australia and Oceania,Vanuatu,Baby Food,3445,255.28
1528,Europe,Slovenia,Personal Care,492,81.73
1529,Europe,Liechtenstein,Snacks,6808,152.58
1530,Sub-Saharan Africa,Sao Tome and Principe,Clothes,3960,109.28
1531,Sub-Saharan Africa,Sudan,Beverages,5546,47.45
1532,Sub-Saharan Africa,Zambia,Baby Food,2196,255.28
1533,Middle East and North Africa,Tunisia ,Meat,6571,421.89
1534,Central America and the Caribbean,El Salvador,Baby Food,8365,255.28
1535,North America,United States of America,Snacks,9299,152.58
1536,Asia,Mongolia,Office Supplies,8130,651.21
1537,Asia,Mongolia,Snacks,5644,152.58
1538,Sub-Saharan Africa,Malawi,Office Supplies,9657,651.21
1539,Europe,Latvia,Cereal,19,205.7
1540,Europe,Macedonia,Cereal,3608,205.7
1541,Europe,Belgium,Cereal,9338,205.7
1542,Sub-Saharan Africa,Sierra Leone,Cereal,3149,205.7
1543,Sub-Saharan Africa,Niger,Snacks,3016,152.58
1544,Europe,Croatia,Cosmetics,3942,437.2
1545,Europe,Bulgaria,Office Supplies,2966,651.21
1546,Middle East and North Africa,Lebanon,Office Supplies,4153,651.21
1547,Europe,Albania,Office Supplies,3603,651.21
1548,Middle East and North Africa,Jordan,Beverages,4445,47.45
1549,Europe,United Kingdom,Cosmetics,1841,437.2
1550,Middle East and North Africa,Morocco,Office Supplies,7982,651.21
1551,Asia,Sri Lanka,Snacks,7093,152.58
1552,Europe,Montenegro,Personal Care,428,81.73
1553,Europe,Estonia,Office Supplies,1274,651.21
1554,Europe,Bosnia and Herzegovina,Meat,9948,421.89
1555,Sub-Saharan Africa,Gabon,Meat,8799,421.89
1556,Europe,San Marino,Vegetables,7205,154.06
1557,Middle East and North Africa,Bahrain,Meat,6580,421.89
1558,Sub-Saharan Africa,Swaziland,Clothes,5364,109.28
1559,Central America and the Caribbean,Honduras,Personal Care,4032,81.73
1560,Sub-Saharan Africa,Comoros,Office Supplies,88,651.21
1561,Europe,Luxembourg,Personal Care,3069,81.73
1562,Europe,Greece,Meat,9542,421.89
1563,Asia,Philippines,Cosmetics,8106,437.2
1564,North America,Greenland,Baby Food,4390,255.28
1565,Europe,Serbia,Snacks,6055,152.58
1566,Asia,Vietnam,Snacks,7795,152.58
1567,Central America and the Caribbean,Haiti,Household,6332,668.27
1568,Europe,Greece,Office Supplies,5422,651.21
1569,Sub-Saharan Africa,Lesotho,Personal Care,850,81.73
1570,Central America and the Caribbean,Nicaragua,Cereal,5435,205.7
1571,Central America and the Caribbean,Antigua and Barbuda ,Fruits,4024,9.33
1572,Central America and the Caribbean,Guatemala,Clothes,8498,109.28
1573,Sub-Saharan Africa,Democratic Republic of the Congo,Baby Food,2767,255.28
1574,Middle East and North Africa,Qatar,Vegetables,7774,154.06
1575,Europe,Estonia,Cereal,6493,205.7
1576,Sub-Saharan Africa,Benin,Vegetables,8929,154.06
1577,Sub-Saharan Africa,Chad,Fruits,7118,9.33
1578,Europe,France,Baby Food,126,255.28
1579,Europe,Hungary,Vegetables,9053,154.06
1580,Australia and Oceania,Federated States of Micronesia,Vegetables,2029,154.06
1581,Asia,Uzbekistan,Household,9215,668.27
1582,Europe,Kosovo,Cosmetics,7803,437.2
1583,Asia,North Korea,Vegetables,7016,154.06
1584,Sub-Saharan Africa,Senegal,Baby Food,3110,255.28
1585,Europe,Malta,Vegetables,4371,154.06
1586,Sub-Saharan Africa,Guinea,Cereal,6117,205.7
1587,Sub-Saharan Africa,Madagascar,Vegetables,5694,154.06
1588,Sub-Saharan Africa,Malawi,Office Supplies,7485,651.21
1589,Australia and Oceania,Papua New Guinea,Personal Care,7899,81.73
1590,Sub-Saharan Africa,Sudan,Beverages,380,47.45
1591,Asia,Bangladesh,Office Supplies,400,651.21
1592,Middle East and North Africa,Israel,Baby Food,466,255.28
1593,Middle East and North Africa,Jordan,Personal Care,5111,81.73
1594,Asia,Vietnam,Baby Food,5906,255.28
1595,Asia,Mongolia,Snacks,6447,152.58
1596,Europe,Malta,Snacks,7365,152.58
1597,Europe,Serbia,Meat,1320,421.89
1598,Australia and Oceania,Nauru,Office Supplies,8006,651.21
1599,Europe,Montenegro,Snacks,9146,152.58
1600,Sub-Saharan Africa,Zambia,Fruits,3494,9.33
1601,Middle East and North Africa,Tunisia ,Household,1838,668.27
1602,Sub-Saharan Africa,Democratic Republic of the Congo,Meat,1994,421.89
1603,Europe,San Marino,Household,3810,668.27
1604,Asia,Kyrgyzstan,Vegetables,4168,154.06
1605,Sub-Saharan Africa,Zambia,Fruits,1977,9.33
1606,Sub-Saharan Africa,Senegal,Office Supplies,3181,651.21
1607,Central America and the Caribbean,Guatemala,Meat,5753,421.89
1608,Europe,Andorra,Vegetables,4697,154.06
1609,Sub-Saharan Africa,Sierra Leone,Office Supplies,7051,651.21
1610,Sub-Saharan Africa,The Gambia,Office Supplies,6880,651.21
1611,Middle East and North Africa,Saudi Arabia,Personal Care,285,81.73
1612,Australia and Oceania,Papua New Guinea,Personal Care,395,81.73
1613,Europe,Ukraine,Meat,2371,421.89
1614,Sub-Saharan Africa,Niger,Household,8405,668.27
1615,Sub-Saharan Africa,Ghana,Cosmetics,2721,437.2
1616,North America,Greenland,Cosmetics,6574,437.2
1617,Europe,Albania,Personal Care,3250,81.73
1618,Europe,Slovenia,Office Supplies,3066,651.21
1619,Central America and the Caribbean,Grenada,Office Supplies,8372,651.21
1620,Europe,Kosovo,Office Supplies,8546,651.21
1621,North America,Mexico,Baby Food,5000,255.28
1622,Asia,Vietnam,Beverages,6177,47.45
1623,Middle East and North Africa,Algeria,Meat,2550,421.89
1624,Australia and Oceania,Fiji,Office Supplies,1624,651.21
1625,Sub-Saharan Africa,Djibouti,Snacks,2935,152.58
1626,Middle East and North Africa,Israel,Fruits,3051,9.33
1627,Sub-Saharan Africa,Namibia,Clothes,569,109.28
1628,Central America and the Caribbean,Costa Rica,Meat,1121,421.89
1629,Middle East and North Africa,Syria,Meat,2366,421.89
1630,Asia,India,Snacks,8999,152.58
1631,Asia,India,Vegetables,7741,154.06
1632,Sub-Saharan Africa,Cote d'Ivoire,Snacks,2348,152.58
1633,Europe,Slovakia,Cereal,8607,205.7
1634,Asia,Mongolia,Clothes,9334,109.28
1635,Middle East and North Africa,Bahrain,Office Supplies,9378,651.21
1636,Sub-Saharan Africa,Kenya,Household,619,668.27
1637,Sub-Saharan Africa,Sierra Leone,Clothes,6969,109.28
1638,Sub-Saharan Africa,Ethiopia,Fruits,9369,9.33
1639,Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,793,154.06
1640,Middle East and North Africa,Azerbaijan,Cosmetics,1246,437.2
1641,Sub-Saharan Africa,Liberia,Beverages,2765,47.45
1642,Europe,Monaco,Personal Care,4416,81.73
1643,Sub-Saharan Africa,Seychelles ,Cosmetics,7298,437.2
1644,Middle East and North Africa,Turkey,Personal Care,9542,81.73
1645,Sub-Saharan Africa,Angola,Personal Care,1308,81.73
1646,North America,Mexico,Baby Food,9788,255.28
1647,Middle East and North Africa,Somalia,Fruits,4207,9.33
1648,Europe,San Marino,Cosmetics,818,437.2
1649,Sub-Saharan Africa,Tanzania,Cereal,7909,205.7
1650,Europe,Slovakia,Personal Care,797,81.73
1651,Middle East and North Africa,Iran,Clothes,6830,109.28
1652,Middle East and North Africa,Somalia,Cereal,388,205.7
1653,Sub-Saharan Africa,Sudan,Household,7883,668.27
1654,Sub-Saharan Africa,Benin,Household,2756,668.27
1655,Asia,Malaysia,Beverages,481,47.45
1656,Australia and Oceania,Federated States of Micronesia,Household,3564,668.27
1657,Asia,Japan,Meat,6540,421.89
1658,Europe,Slovenia,Office Supplies,977,651.21
1659,Europe,Finland,Beverages,473,47.45
1660,Australia and Oceania,Vanuatu,Beverages,5658,47.45
1661,Sub-Saharan Africa,Guinea-Bissau,Clothes,9194,109.28
1662,Europe,Iceland,Baby Food,772,255.28
1663,Europe,Kosovo,Cereal,2117,205.7
1664,Sub-Saharan Africa,Malawi,Fruits,1984,9.33
1665,Europe,Slovakia,Clothes,1157,109.28
1666,Sub-Saharan Africa,Comoros,Snacks,7455,152.58
1667,Central America and the Caribbean,Honduras,Office Supplies,727,651.21
1668,Sub-Saharan Africa,Guinea,Clothes,7852,109.28
1669,Central America and the Caribbean,Dominica,Personal Care,7742,81.73
1670,Sub-Saharan Africa,Uganda,Beverages,6338,47.45
1671,Europe,Montenegro,Vegetables,1615,154.06
1672,Europe,Belgium,Clothes,8577,109.28
1673,Europe,Serbia,Household,4260,668.27
1674,Europe,Iceland,Personal Care,2733,81.73
1675,Middle East and North Africa,United Arab Emirates,Baby Food,93,255.28
1676,Sub-Saharan Africa,Mali,Office Supplies,9470,651.21
1677,Central America and the Caribbean,Costa Rica,Baby Food,6026,255.28
1678,Europe,United Kingdom,Cereal,1952,205.7
1679,Europe,San Marino,Household,1474,668.27
1680,Sub-Saharan Africa,Cameroon,Baby Food,5844,255.28
1681,Europe,Albania,Beverages,8350,47.45
1682,Sub-Saharan Africa,Ethiopia,Meat,9309,421.89
1683,Europe,Switzerland,Office Supplies,1070,651.21
1684,Europe,Germany,Household,3012,668.27
1685,Australia and Oceania,Tonga,Household,6546,668.27
1686,Europe,Portugal,Cosmetics,116,437.2
1687,Sub-Saharan Africa,Gabon,Household,4194,668.27
1688,Middle East and North Africa,Pakistan,Household,6285,668.27
1689,Asia,Taiwan,Vegetables,5926,154.06
1690,Asia,Malaysia,Fruits,9684,9.33
1691,Central America and the Caribbean,Honduras,Office Supplies,6158,651.21
1692,Sub-Saharan Africa,Burundi,Cosmetics,977,437.2
1693,Asia,Laos,Vegetables,1803,154.06
1694,Australia and Oceania,Solomon Islands,Baby Food,3328,255.28
1695,Europe,Ukraine,Cereal,2275,205.7
1696,Middle East and North Africa,Afghanistan,Office Supplies,2400,651.21
1697,Middle East and North Africa,Tunisia ,Household,9489,668.27
1698,Central America and the Caribbean,Grenada,Household,6358,668.27
1699,Sub-Saharan Africa,Nigeria,Clothes,7857,109.28
1700,Asia,Cambodia,Clothes,5866,109.28
1701,Asia,Malaysia,Clothes,4296,109.28
1702,Europe,Denmark,Vegetables,4088,154.06
1703,Asia,Bhutan,Clothes,8218,109.28
1704,Sub-Saharan Africa,Comoros,Cosmetics,6689,437.2
1705,Australia and Oceania,Kiribati,Household,1537,668.27
1706,Central America and the Caribbean,Cuba,Office Supplies,1831,651.21
1707,Europe,Macedonia,Cosmetics,8668,437.2
1708,Central America and the Caribbean,Jamaica,Cereal,179,205.7
1709,Middle East and North Africa,Tunisia ,Household,6525,668.27
1710,Sub-Saharan Africa,The Gambia,Beverages,4898,47.45
1711,Europe,Slovakia,Vegetables,4522,154.06
1712,Middle East and North Africa,Bahrain,Personal Care,1651,81.73
1713,Europe,Malta,Cereal,4572,205.7
1714,Europe,Albania,Fruits,8602,9.33
1715,Central America and the Caribbean,Haiti,Office Supplies,1091,651.21
1716,Sub-Saharan Africa,Eritrea,Baby Food,6416,255.28
1717,Sub-Saharan Africa,Senegal,Beverages,991,47.45
1718,Europe,Ukraine,Meat,8257,421.89
1719,Middle East and North Africa,Lebanon,Household,3687,668.27
1720,Sub-Saharan Africa,Ghana,Office Supplies,9787,651.21
1721,Australia and Oceania,Nauru,Personal Care,1094,81.73
1722,Sub-Saharan Africa,Zambia,Baby Food,9173,255.28
1723,Sub-Saharan Africa,Angola,Fruits,7624,9.33
1724,Central America and the Caribbean,Panama,Cosmetics,7077,437.2
1725,Asia,Turkmenistan,Cosmetics,193,437.2
1726,Sub-Saharan Africa,Senegal,Snacks,6664,152.58
1727,Europe,Liechtenstein,Office Supplies,8214,651.21
1728,Sub-Saharan Africa,Gabon,Office Supplies,3598,651.21
1729,Sub-Saharan Africa,Lesotho,Baby Food,3601,255.28
1730,Sub-Saharan Africa,The Gambia,Vegetables,6042,154.06
1731,Sub-Saharan Africa,Mozambique,Office Supplies,769,651.21
1732,North America,Greenland,Office Supplies,4662,651.21
1733,Europe,Czech Republic,Cosmetics,6631,437.2
1734,Asia,China,Personal Care,2620,81.73
1735,Europe,Estonia,Office Supplies,602,651.21
1736,Europe,Italy,Office Supplies,5582,651.21
1737,Middle East and North Africa,Bahrain,Baby Food,4595,255.28
1738,Asia,South Korea,Baby Food,1710,255.28
1739,Europe,France,Household,3025,668.27
1740,Sub-Saharan Africa,Comoros,Meat,1670,421.89
1741,Sub-Saharan Africa,Central African Republic,Household,2806,668.27
1742,Middle East and North Africa,Yemen,Household,8625,668.27
1743,Middle East and North Africa,United Arab Emirates,Vegetables,3351,154.06
1744,Sub-Saharan Africa,Zambia,Baby Food,8239,255.28
1745,Europe,Estonia,Office Supplies,6576,651.21
1746,Asia,Kyrgyzstan,Snacks,8677,152.58
1747,Europe,San Marino,Clothes,6893,109.28
1748,Europe,Latvia,Cereal,602,205.7
1749,Europe,Slovakia,Meat,1217,421.89
1750,Sub-Saharan Africa,Nigeria,Household,7179,668.27
1751,Europe,Macedonia,Baby Food,8962,255.28
1752,Central America and the Caribbean,Costa Rica,Baby Food,4071,255.28
1753,Central America and the Caribbean,The Bahamas,Cereal,2042,205.7
1754,Asia,Cambodia,Meat,9443,421.89
1755,Europe,Russia,Vegetables,4872,154.06
1756,Sub-Saharan Africa,Sao Tome and Principe,Baby Food,3958,255.28
1757,Australia and Oceania,Nauru,Vegetables,4364,154.06
1758,Australia and Oceania,Vanuatu,Office Supplies,781,651.21
1759,Asia,South Korea,Cereal,9934,205.7
1760,Central America and the Caribbean,Nicaragua,Fruits,5577,9.33
1761,Asia,Mongolia,Meat,3495,421.89
1762,Middle East and North Africa,Iraq,Clothes,6507,109.28
1763,Central America and the Caribbean,Costa Rica,Vegetables,9462,154.06
1764,Europe,Cyprus,Beverages,4238,47.45
1765,Europe,Finland,Beverages,4748,47.45
1766,Australia and Oceania,Samoa ,Household,1933,668.27
1767,Europe,Monaco,Vegetables,8767,154.06
1768,Europe,Czech Republic,Vegetables,5256,154.06
1769,Middle East and North Africa,Afghanistan,Household,3434,668.27
1770,Sub-Saharan Africa,Madagascar,Office Supplies,2371,651.21
1771,Asia,Japan,Office Supplies,3163,651.21
1772,Asia,South Korea,Household,3942,668.27
1773,Sub-Saharan Africa,Uganda,Baby Food,4868,255.28
1774,Asia,Japan,Cosmetics,3133,437.2
1775,Sub-Saharan Africa,Madagascar,Household,7962,668.27
1776,Sub-Saharan Africa,Zimbabwe,Cosmetics,5609,437.2
1777,Asia,Cambodia,Cosmetics,4360,437.2
